3587,55182,570,../SDSS_Fits/spec-3587-55182-0570.fits
3590,55201,090,../SDSS_Fits/spec-3590-55201-0090.fits
3615,55179,228,../SDSS_Fits/spec-3615-55179-0228.fits
3647,55827,034,../SDSS_Fits/spec-3647-55827-0034.fits
3651,55247,440,../SDSS_Fits/spec-3651-55247-0440.fits
3656,55241,456,../SDSS_Fits/spec-3656-55241-0456.fits
3663,55176,174,../SDSS_Fits/spec-3663-55176-0174.fits
3671,55483,946,../SDSS_Fits/spec-3671-55483-0946.fits
3679,55209,490,../SDSS_Fits/spec-3679-55209-0490.fits
3692,55186,802,../SDSS_Fits/spec-3692-55186-0802.fits
3757,55508,856,../SDSS_Fits/spec-3757-55508-0856.fits
3757,55508,440,../SDSS_Fits/spec-3757-55508-0440.fits
3762,55507,764,../SDSS_Fits/spec-3762-55507-0764.fits
3763,55508,164,../SDSS_Fits/spec-3763-55508-0164.fits
3789,55269,628,../SDSS_Fits/spec-3789-55269-0628.fits
3792,55212,914,../SDSS_Fits/spec-3792-55212-0914.fits
3792,55212,849,../SDSS_Fits/spec-3792-55212-0849.fits
3806,55505,754,../SDSS_Fits/spec-3806-55505-0754.fits
3809,55533,020,../SDSS_Fits/spec-3809-55533-0020.fits
3816,55272,614,../SDSS_Fits/spec-3816-55272-0614.fits
3816,55272,549,../SDSS_Fits/spec-3816-55272-0549.fits
3818,55532,100,../SDSS_Fits/spec-3818-55532-0100.fits
3822,55544,914,../SDSS_Fits/spec-3822-55544-0914.fits
3826,55563,542,../SDSS_Fits/spec-3826-55563-0542.fits
3831,55543,009,../SDSS_Fits/spec-3831-55543-0009.fits
3831,55543,994,../SDSS_Fits/spec-3831-55543-0994.fits
3832,55289,538,../SDSS_Fits/spec-3832-55289-0538.fits
3833,55290,977,../SDSS_Fits/spec-3833-55290-0977.fits
3833,55290,038,../SDSS_Fits/spec-3833-55290-0038.fits
3836,55302,764,../SDSS_Fits/spec-3836-55302-0764.fits
3838,55588,554,../SDSS_Fits/spec-3838-55588-0554.fits
3839,55575,844,../SDSS_Fits/spec-3839-55575-0844.fits
3857,55272,464,../SDSS_Fits/spec-3857-55272-0464.fits
3861,55274,288,../SDSS_Fits/spec-3861-55274-0288.fits
3862,55276,430,../SDSS_Fits/spec-3862-55276-0430.fits
3868,55360,300,../SDSS_Fits/spec-3868-55360-0300.fits
3870,55273,596,../SDSS_Fits/spec-3870-55273-0596.fits
3870,55273,028,../SDSS_Fits/spec-3870-55273-0028.fits
3870,55273,820,../SDSS_Fits/spec-3870-55273-0820.fits
3874,55280,418,../SDSS_Fits/spec-3874-55280-0418.fits
3879,55244,020,../SDSS_Fits/spec-3879-55244-0020.fits
3927,55333,264,../SDSS_Fits/spec-3927-55333-0264.fits
3941,55321,270,../SDSS_Fits/spec-3941-55321-0270.fits
3966,55571,862,../SDSS_Fits/spec-3966-55571-0862.fits
3966,55571,088,../SDSS_Fits/spec-3966-55571-0088.fits
3971,55322,082,../SDSS_Fits/spec-3971-55322-0082.fits
3971,55322,196,../SDSS_Fits/spec-3971-55322-0196.fits
3972,55589,642,../SDSS_Fits/spec-3972-55589-0642.fits
3975,55321,890,../SDSS_Fits/spec-3975-55321-0890.fits
3982,55332,484,../SDSS_Fits/spec-3982-55332-0484.fits
4007,55327,200,../SDSS_Fits/spec-4007-55327-0200.fits
4012,55327,962,../SDSS_Fits/spec-4012-55327-0962.fits
4020,55332,632,../SDSS_Fits/spec-4020-55332-0632.fits
4029,55618,064,../SDSS_Fits/spec-4029-55618-0064.fits
4029,55618,236,../SDSS_Fits/spec-4029-55618-0236.fits
4034,55635,694,../SDSS_Fits/spec-4034-55635-0694.fits
4036,55330,598,../SDSS_Fits/spec-4036-55330-0598.fits
4037,55631,546,../SDSS_Fits/spec-4037-55631-0546.fits
4038,55363,796,../SDSS_Fits/spec-4038-55363-0796.fits
4040,55605,014,../SDSS_Fits/spec-4040-55605-0014.fits
4050,55599,424,../SDSS_Fits/spec-4050-55599-0424.fits
4051,55337,872,../SDSS_Fits/spec-4051-55337-0872.fits
4052,55600,494,../SDSS_Fits/spec-4052-55600-0494.fits
4061,55362,552,../SDSS_Fits/spec-4061-55362-0552.fits
4082,55367,594,../SDSS_Fits/spec-4082-55367-0594.fits
4174,55659,358,../SDSS_Fits/spec-4174-55659-0358.fits
4175,55680,578,../SDSS_Fits/spec-4175-55680-0578.fits
4183,55447,533,../SDSS_Fits/spec-4183-55447-0533.fits
4187,55693,738,../SDSS_Fits/spec-4187-55693-0738.fits
4195,55452,348,../SDSS_Fits/spec-4195-55452-0348.fits
4201,55443,550,../SDSS_Fits/spec-4201-55443-0550.fits
4204,55470,258,../SDSS_Fits/spec-4204-55470-0258.fits
4205,55454,458,../SDSS_Fits/spec-4205-55454-0458.fits
4206,55471,905,../SDSS_Fits/spec-4206-55471-0905.fits
4212,55447,456,../SDSS_Fits/spec-4212-55447-0456.fits
4215,55471,358,../SDSS_Fits/spec-4215-55471-0358.fits
4216,55477,394,../SDSS_Fits/spec-4216-55477-0394.fits
4222,55444,776,../SDSS_Fits/spec-4222-55444-0776.fits
4223,55451,072,../SDSS_Fits/spec-4223-55451-0072.fits
4226,55475,190,../SDSS_Fits/spec-4226-55475-0190.fits
4227,55481,362,../SDSS_Fits/spec-4227-55481-0362.fits
4227,55481,182,../SDSS_Fits/spec-4227-55481-0182.fits
4228,55484,096,../SDSS_Fits/spec-4228-55484-0096.fits
4229,55501,826,../SDSS_Fits/spec-4229-55501-0826.fits
4229,55501,424,../SDSS_Fits/spec-4229-55501-0424.fits
4229,55501,224,../SDSS_Fits/spec-4229-55501-0224.fits
4231,55444,481,../SDSS_Fits/spec-4231-55444-0481.fits
4233,55449,006,../SDSS_Fits/spec-4233-55449-0006.fits
4236,55479,194,../SDSS_Fits/spec-4236-55479-0194.fits
4241,55450,514,../SDSS_Fits/spec-4241-55450-0514.fits
4242,55476,657,../SDSS_Fits/spec-4242-55476-0657.fits
4280,55503,241,../SDSS_Fits/spec-4280-55503-0241.fits
4281,55836,574,../SDSS_Fits/spec-4281-55836-0574.fits
4302,55531,906,../SDSS_Fits/spec-4302-55531-0906.fits
4350,55556,602,../SDSS_Fits/spec-4350-55556-0602.fits
4414,55882,522,../SDSS_Fits/spec-4414-55882-0522.fits
4443,55539,960,../SDSS_Fits/spec-4443-55539-0960.fits
4448,55538,756,../SDSS_Fits/spec-4448-55538-0756.fits
4452,55536,092,../SDSS_Fits/spec-4452-55536-0092.fits
4461,55888,936,../SDSS_Fits/spec-4461-55888-0936.fits
4469,55863,380,../SDSS_Fits/spec-4469-55863-0380.fits
4469,55863,200,../SDSS_Fits/spec-4469-55863-0200.fits
4479,55592,824,../SDSS_Fits/spec-4479-55592-0824.fits
4482,55617,854,../SDSS_Fits/spec-4482-55617-0854.fits
4485,55836,392,../SDSS_Fits/spec-4485-55836-0392.fits
4495,55566,226,../SDSS_Fits/spec-4495-55566-0226.fits
4530,55564,300,../SDSS_Fits/spec-4530-55564-0300.fits
4544,55855,820,../SDSS_Fits/spec-4544-55855-0820.fits
4558,55569,095,../SDSS_Fits/spec-4558-55569-0095.fits
4559,55597,470,../SDSS_Fits/spec-4559-55597-0470.fits
4562,55570,836,../SDSS_Fits/spec-4562-55570-0836.fits
4570,55623,420,../SDSS_Fits/spec-4570-55623-0420.fits
4570,55623,536,../SDSS_Fits/spec-4570-55623-0536.fits
4572,55622,108,../SDSS_Fits/spec-4572-55622-0108.fits
4572,55622,416,../SDSS_Fits/spec-4572-55622-0416.fits
4603,55999,900,../SDSS_Fits/spec-4603-55999-0900.fits
4604,55983,228,../SDSS_Fits/spec-4604-55983-0228.fits
4608,55973,612,../SDSS_Fits/spec-4608-55973-0612.fits
4616,55617,873,../SDSS_Fits/spec-4616-55617-0873.fits
4616,55617,666,../SDSS_Fits/spec-4616-55617-0666.fits
4618,55600,170,../SDSS_Fits/spec-4618-55600-0170.fits
4618,55600,674,../SDSS_Fits/spec-4618-55600-0674.fits
4620,55652,176,../SDSS_Fits/spec-4620-55652-0176.fits
4626,55647,434,../SDSS_Fits/spec-4626-55647-0434.fits
4629,55630,208,../SDSS_Fits/spec-4629-55630-0208.fits
4630,55623,300,../SDSS_Fits/spec-4630-55623-0300.fits
4635,55615,762,../SDSS_Fits/spec-4635-55615-0762.fits
4637,55616,608,../SDSS_Fits/spec-4637-55616-0608.fits
4639,55944,186,../SDSS_Fits/spec-4639-55944-0186.fits
4640,55927,924,../SDSS_Fits/spec-4640-55927-0924.fits
4642,55926,146,../SDSS_Fits/spec-4642-55926-0146.fits
4642,55926,126,../SDSS_Fits/spec-4642-55926-0126.fits
4648,55673,830,../SDSS_Fits/spec-4648-55673-0830.fits
4652,55672,033,../SDSS_Fits/spec-4652-55672-0033.fits
4653,55622,690,../SDSS_Fits/spec-4653-55622-0690.fits
4661,55614,186,../SDSS_Fits/spec-4661-55614-0186.fits
4683,55924,234,../SDSS_Fits/spec-4683-55924-0234.fits
4701,55709,265,../SDSS_Fits/spec-4701-55709-0265.fits
4701,55709,108,../SDSS_Fits/spec-4701-55709-0108.fits
4702,55618,140,../SDSS_Fits/spec-4702-55618-0140.fits
4705,55705,818,../SDSS_Fits/spec-4705-55705-0818.fits
4705,55705,518,../SDSS_Fits/spec-4705-55705-0518.fits
4708,55704,148,../SDSS_Fits/spec-4708-55704-0148.fits
4719,55736,994,../SDSS_Fits/spec-4719-55736-0994.fits
4722,55735,627,../SDSS_Fits/spec-4722-55735-0627.fits
4725,55711,908,../SDSS_Fits/spec-4725-55711-0908.fits
4725,55711,676,../SDSS_Fits/spec-4725-55711-0676.fits
4732,55648,364,../SDSS_Fits/spec-4732-55648-0364.fits
4732,55648,593,../SDSS_Fits/spec-4732-55648-0593.fits
4733,55649,198,../SDSS_Fits/spec-4733-55649-0198.fits
4742,55660,740,../SDSS_Fits/spec-4742-55660-0740.fits
4748,55631,154,../SDSS_Fits/spec-4748-55631-0154.fits
4749,55633,686,../SDSS_Fits/spec-4749-55633-0686.fits
4749,55633,472,../SDSS_Fits/spec-4749-55633-0472.fits
4751,55646,412,../SDSS_Fits/spec-4751-55646-0412.fits
4764,55646,244,../SDSS_Fits/spec-4764-55646-0244.fits
4765,55674,228,../SDSS_Fits/spec-4765-55674-0228.fits
4768,55944,124,../SDSS_Fits/spec-4768-55944-0124.fits
4772,55654,130,../SDSS_Fits/spec-4772-55654-0130.fits
4778,55706,144,../SDSS_Fits/spec-4778-55706-0144.fits
4784,55677,918,../SDSS_Fits/spec-4784-55677-0918.fits
4786,55651,694,../SDSS_Fits/spec-4786-55651-0694.fits
4787,55863,432,../SDSS_Fits/spec-4787-55863-0432.fits
4797,55662,574,../SDSS_Fits/spec-4797-55662-0574.fits
4798,55672,142,../SDSS_Fits/spec-4798-55672-0142.fits
4835,56016,738,../SDSS_Fits/spec-4835-56016-0738.fits
4839,55703,442,../SDSS_Fits/spec-4839-55703-0442.fits
4851,55680,776,../SDSS_Fits/spec-4851-55680-0776.fits
4855,55926,200,../SDSS_Fits/spec-4855-55926-0200.fits
4859,55684,584,../SDSS_Fits/spec-4859-55684-0584.fits
4881,55733,022,../SDSS_Fits/spec-4881-55733-0022.fits
4886,55737,514,../SDSS_Fits/spec-4886-55737-0514.fits
4892,55738,506,../SDSS_Fits/spec-4892-55738-0506.fits
4893,55709,708,../SDSS_Fits/spec-4893-55709-0708.fits
4895,55708,255,../SDSS_Fits/spec-4895-55708-0255.fits
4955,55750,378,../SDSS_Fits/spec-4955-55750-0378.fits
4956,55737,689,../SDSS_Fits/spec-4956-55737-0689.fits
4966,55712,264,../SDSS_Fits/spec-4966-55712-0264.fits
4969,56041,906,../SDSS_Fits/spec-4969-56041-0906.fits
4970,56039,869,../SDSS_Fits/spec-4970-56039-0869.fits
4973,56042,884,../SDSS_Fits/spec-4973-56042-0884.fits
4983,55836,194,../SDSS_Fits/spec-4983-55836-0194.fits
4998,55722,384,../SDSS_Fits/spec-4998-55722-0384.fits
5009,55707,388,../SDSS_Fits/spec-5009-55707-0388.fits
5013,55723,806,../SDSS_Fits/spec-5013-55723-0806.fits
5020,55852,748,../SDSS_Fits/spec-5020-55852-0748.fits
5042,55856,336,../SDSS_Fits/spec-5042-55856-0336.fits
5138,55830,574,../SDSS_Fits/spec-5138-55830-0574.fits
5141,55746,854,../SDSS_Fits/spec-5141-55746-0854.fits
5141,55746,437,../SDSS_Fits/spec-5141-55746-0437.fits
5144,55829,122,../SDSS_Fits/spec-5144-55829-0122.fits
5163,55889,358,../SDSS_Fits/spec-5163-55889-0358.fits
5171,56038,070,../SDSS_Fits/spec-5171-56038-0070.fits
5179,55957,302,../SDSS_Fits/spec-5179-55957-0302.fits
5188,55803,087,../SDSS_Fits/spec-5188-55803-0087.fits
5194,56062,440,../SDSS_Fits/spec-5194-56062-0440.fits
5196,55831,292,../SDSS_Fits/spec-5196-55831-0292.fits
5200,56091,144,../SDSS_Fits/spec-5200-56091-0144.fits
5202,55824,384,../SDSS_Fits/spec-5202-55824-0384.fits
5203,56034,228,../SDSS_Fits/spec-5203-56034-0228.fits
5207,56018,308,../SDSS_Fits/spec-5207-56018-0308.fits
5207,56018,258,../SDSS_Fits/spec-5207-56018-0258.fits
5212,56016,348,../SDSS_Fits/spec-5212-56016-0348.fits
5284,55866,892,../SDSS_Fits/spec-5284-55866-0892.fits
5289,55893,616,../SDSS_Fits/spec-5289-55893-0616.fits
5295,55978,098,../SDSS_Fits/spec-5295-55978-0098.fits
5296,55922,054,../SDSS_Fits/spec-5296-55922-0054.fits
5315,55978,256,../SDSS_Fits/spec-5315-55978-0256.fits
5316,55955,799,../SDSS_Fits/spec-5316-55955-0799.fits
5321,55945,340,../SDSS_Fits/spec-5321-55945-0340.fits
5326,56002,370,../SDSS_Fits/spec-5326-56002-0370.fits
5332,55981,508,../SDSS_Fits/spec-5332-55981-0508.fits
5337,55987,614,../SDSS_Fits/spec-5337-55987-0614.fits
5339,55922,551,../SDSS_Fits/spec-5339-55922-0551.fits
5341,55931,582,../SDSS_Fits/spec-5341-55931-0582.fits
5345,56010,376,../SDSS_Fits/spec-5345-56010-0376.fits
5347,56008,040,../SDSS_Fits/spec-5347-56008-0040.fits
5360,55983,772,../SDSS_Fits/spec-5360-55983-0772.fits
5361,55973,644,../SDSS_Fits/spec-5361-55973-0644.fits
5362,56017,468,../SDSS_Fits/spec-5362-56017-0468.fits
5366,55958,680,../SDSS_Fits/spec-5366-55958-0680.fits
5366,55958,358,../SDSS_Fits/spec-5366-55958-0358.fits
5373,56010,038,../SDSS_Fits/spec-5373-56010-0038.fits
5374,55947,326,../SDSS_Fits/spec-5374-55947-0326.fits
5380,55980,346,../SDSS_Fits/spec-5380-55980-0346.fits
5380,55980,102,../SDSS_Fits/spec-5380-55980-0102.fits
5382,55982,015,../SDSS_Fits/spec-5382-55982-0015.fits
5382,55982,372,../SDSS_Fits/spec-5382-55982-0372.fits
5383,56013,970,../SDSS_Fits/spec-5383-56013-0970.fits
5389,55953,458,../SDSS_Fits/spec-5389-55953-0458.fits
5392,56010,772,../SDSS_Fits/spec-5392-56010-0772.fits
5396,55947,818,../SDSS_Fits/spec-5396-55947-0818.fits
5396,55947,626,../SDSS_Fits/spec-5396-55947-0626.fits
5396,55947,898,../SDSS_Fits/spec-5396-55947-0898.fits
5396,55947,784,../SDSS_Fits/spec-5396-55947-0784.fits
5399,55956,498,../SDSS_Fits/spec-5399-55956-0498.fits
5403,55979,258,../SDSS_Fits/spec-5403-55979-0258.fits
5404,56013,534,../SDSS_Fits/spec-5404-56013-0534.fits
5404,56013,546,../SDSS_Fits/spec-5404-56013-0546.fits
5404,56013,310,../SDSS_Fits/spec-5404-56013-0310.fits
5405,56010,028,../SDSS_Fits/spec-5405-56010-0028.fits
5408,56038,196,../SDSS_Fits/spec-5408-56038-0196.fits
5408,56038,212,../SDSS_Fits/spec-5408-56038-0212.fits
5408,56038,166,../SDSS_Fits/spec-5408-56038-0166.fits
5411,55953,245,../SDSS_Fits/spec-5411-55953-0245.fits
5412,55981,663,../SDSS_Fits/spec-5412-55981-0663.fits
5422,55986,318,../SDSS_Fits/spec-5422-55986-0318.fits
5422,55986,840,../SDSS_Fits/spec-5422-55986-0840.fits
5430,56000,780,../SDSS_Fits/spec-5430-56000-0780.fits
5435,55982,136,../SDSS_Fits/spec-5435-55982-0136.fits
5438,56002,072,../SDSS_Fits/spec-5438-56002-0072.fits
5444,56038,740,../SDSS_Fits/spec-5444-56038-0740.fits
5446,56014,346,../SDSS_Fits/spec-5446-56014-0346.fits
5460,56000,866,../SDSS_Fits/spec-5460-56000-0866.fits
5464,56035,536,../SDSS_Fits/spec-5464-56035-0536.fits
5464,56035,780,../SDSS_Fits/spec-5464-56035-0780.fits
5466,56033,738,../SDSS_Fits/spec-5466-56033-0738.fits
5469,56037,689,../SDSS_Fits/spec-5469-56037-0689.fits
5471,56034,812,../SDSS_Fits/spec-5471-56034-0812.fits
5472,55976,644,../SDSS_Fits/spec-5472-55976-0644.fits
5473,56033,574,../SDSS_Fits/spec-5473-56033-0574.fits
5474,56036,152,../SDSS_Fits/spec-5474-56036-0152.fits
5474,56036,486,../SDSS_Fits/spec-5474-56036-0486.fits
5495,55896,466,../SDSS_Fits/spec-5495-55896-0466.fits
5719,56014,142,../SDSS_Fits/spec-5719-56014-0142.fits
5741,55980,764,../SDSS_Fits/spec-5741-55980-0764.fits
5768,56017,936,../SDSS_Fits/spec-5768-56017-0936.fits
5773,56009,378,../SDSS_Fits/spec-5773-56009-0378.fits
5773,56009,194,../SDSS_Fits/spec-5773-56009-0194.fits
5775,56009,098,../SDSS_Fits/spec-5775-56009-0098.fits
5783,56017,162,../SDSS_Fits/spec-5783-56017-0162.fits
5848,56029,048,../SDSS_Fits/spec-5848-56029-0048.fits
5856,56090,390,../SDSS_Fits/spec-5856-56090-0390.fits
5860,56046,968,../SDSS_Fits/spec-5860-56046-0968.fits
5863,56042,388,../SDSS_Fits/spec-5863-56042-0388.fits
5864,56047,330,../SDSS_Fits/spec-5864-56047-0330.fits
5868,56045,326,../SDSS_Fits/spec-5868-56045-0326.fits
5872,56027,666,../SDSS_Fits/spec-5872-56027-0666.fits
5875,56038,502,../SDSS_Fits/spec-5875-56038-0502.fits
5876,56042,608,../SDSS_Fits/spec-5876-56042-0608.fits
5884,56046,788,../SDSS_Fits/spec-5884-56046-0788.fits
5887,56035,640,../SDSS_Fits/spec-5887-56035-0640.fits
5890,56037,206,../SDSS_Fits/spec-5890-56037-0206.fits
5890,56037,806,../SDSS_Fits/spec-5890-56037-0806.fits
5891,56034,770,../SDSS_Fits/spec-5891-56034-0770.fits
5891,56034,306,../SDSS_Fits/spec-5891-56034-0306.fits
5892,56035,072,../SDSS_Fits/spec-5892-56035-0072.fits
5893,56034,360,../SDSS_Fits/spec-5893-56034-0360.fits
5893,56034,310,../SDSS_Fits/spec-5893-56034-0310.fits
5895,56046,250,../SDSS_Fits/spec-5895-56046-0250.fits
5896,56047,352,../SDSS_Fits/spec-5896-56047-0352.fits
5956,56104,237,../SDSS_Fits/spec-5956-56104-0237.fits
5971,56064,348,../SDSS_Fits/spec-5971-56064-0348.fits
5973,56067,500,../SDSS_Fits/spec-5973-56067-0500.fits
5985,56089,790,../SDSS_Fits/spec-5985-56089-0790.fits
5990,56066,784,../SDSS_Fits/spec-5990-56066-0784.fits
5994,56101,184,../SDSS_Fits/spec-5994-56101-0184.fits
5996,56096,784,../SDSS_Fits/spec-5996-56096-0784.fits
5998,56087,140,../SDSS_Fits/spec-5998-56087-0140.fits
5998,56087,806,../SDSS_Fits/spec-5998-56087-0806.fits
6001,56072,022,../SDSS_Fits/spec-6001-56072-0022.fits
6001,56072,854,../SDSS_Fits/spec-6001-56072-0854.fits
6002,56104,132,../SDSS_Fits/spec-6002-56104-0132.fits
6004,56066,146,../SDSS_Fits/spec-6004-56066-0146.fits
6006,56105,342,../SDSS_Fits/spec-6006-56105-0342.fits
6008,56093,842,../SDSS_Fits/spec-6008-56093-0842.fits
6008,56093,876,../SDSS_Fits/spec-6008-56093-0876.fits
6008,56093,834,../SDSS_Fits/spec-6008-56093-0834.fits
6008,56093,594,../SDSS_Fits/spec-6008-56093-0594.fits
6010,56097,752,../SDSS_Fits/spec-6010-56097-0752.fits
6014,56072,156,../SDSS_Fits/spec-6014-56072-0156.fits
6017,56075,904,../SDSS_Fits/spec-6017-56075-0904.fits
6029,56099,164,../SDSS_Fits/spec-6029-56099-0164.fits
6037,56106,502,../SDSS_Fits/spec-6037-56106-0502.fits
6039,56099,038,../SDSS_Fits/spec-6039-56099-0038.fits
6039,56099,034,../SDSS_Fits/spec-6039-56099-0034.fits
6043,56096,666,../SDSS_Fits/spec-6043-56096-0666.fits
6046,56096,976,../SDSS_Fits/spec-6046-56096-0976.fits
6047,56098,464,../SDSS_Fits/spec-6047-56098-0464.fits
6061,56076,858,../SDSS_Fits/spec-6061-56076-0858.fits
6063,56098,438,../SDSS_Fits/spec-6063-56098-0438.fits
